x	y
     -6.62	     -6.92
      4.24	      5.27
     -3.73	     -2.02
     -0.42	      5.45
      5.89	      2.77
      1.90	      5.74
     -2.35	      4.79
      5.77	     -6.51
      2.31	     -1.31
      0.59	      2.61
     -1.17	     -5.61
      6.33	     -3.57
     -5.03	     -5.27
      3.91	      3.20
      0.16	     -0.93
     -5.83	     -1.91
     -6.61	      1.44
     -6.60	      6.06
     -4.46	     -0.10
      5.79	      7.00
     -3.47	     -6.64
     -4.69	      3.00
     -2.32	     -3.93
      3.42	     -6.90
      2.33	     -3.72
