x	y
     -5.24	     -6.16
      6.40	      4.00
     -4.51	      1.38
     -0.16	      6.15
      6.53	      1.04
      3.48	      6.31
     -2.12	      5.66
      5.64	     -0.82
      0.55	      0.42
      1.99	      4.02
     -0.55	     -4.00
      3.43	     -0.51
     -4.22	     -3.27
      4.63	      2.96
     -0.20	     -6.35
     -6.95	      1.34
     -6.88	      4.33
     -3.92	      6.55
     -1.50	     -0.14
      5.63	      6.75
     -2.68	     -6.95
     -1.70	      3.25
      0.91	     -1.66
      1.63	     -4.59
      3.84	     -2.85
