x	y
     -6.07	     -5.80
      5.20	      4.55
     -3.90	     -0.82
     -0.76	      6.37
      6.55	      1.29
      2.45	      4.84
     -4.17	      6.83
      6.28	     -2.81
      2.82	      0.16
      0.45	      4.66
     -1.28	     -3.94
      4.70	     -0.54
     -4.99	     -3.99
      3.26	      2.63
      0.43	     -6.05
     -6.83	      1.09
     -5.70	      4.70
     -6.89	      6.81
     -2.38	      0.73
      6.28	      6.71
     -2.98	     -6.09
     -1.87	      3.32
      1.45	     -2.55
      2.93	     -4.48
      4.18	     -2.69
