x	y
     -6.54	     -6.13
      3.93	      5.18
     -3.84	     -2.70
      0.05	      6.44
      6.86	      2.63
      2.02	      6.08
     -4.70	      5.80
      6.41	     -4.63
      3.69	     -1.26
      0.21	      4.37
     -1.73	     -4.65
      6.80	     -2.63
     -5.37	     -4.07
      3.08	      2.60
      0.20	     -3.85
     -6.72	      0.75
     -6.01	      2.69
     -6.90	      6.51
     -3.48	      1.33
      6.80	      6.73
     -4.11	     -5.70
     -3.88	      3.66
     -1.36	     -2.44
      3.96	     -5.35
      3.20	     -3.24
