x	y
     -6.53	     -5.86
      4.75	      4.77
     -3.67	     -1.69
     -1.52	      6.56
      6.76	      1.76
      2.29	      5.28
     -3.94	      6.84
      6.08	     -3.51
      3.14	     -0.04
     -0.03	      4.19
     -1.75	     -4.08
      5.41	     -1.45
     -5.16	     -4.08
      3.02	      2.30
      0.36	     -5.27
     -6.78	      0.99
     -5.63	      4.30
     -6.60	      7.00
     -2.77	      1.06
      6.61	      6.72
     -3.17	     -5.72
     -2.19	      3.48
      0.89	     -2.46
      3.48	     -4.76
      3.53	     -2.65
