x	y
     -5.91	     -5.87
      5.42	      4.44
     -4.02	     -0.40
     -0.60	      6.60
      6.45	      1.05
      2.77	      4.86
     -3.77	      6.88
      7.00	     -2.52
      2.36	      0.20
      0.71	      4.60
     -1.04	     -3.87
      4.72	     -0.13
     -4.84	     -3.86
      3.46	      2.75
      0.38	     -6.43
     -6.85	      1.14
     -5.93	      4.56
     -6.32	      6.76
     -2.19	      0.56
      6.12	      6.71
     -2.89	     -6.28
     -1.84	      3.20
      1.34	     -2.58
      2.66	     -4.34
      4.20	     -2.73
