x	y
     -5.79	     -6.12
      6.60	      4.10
     -4.81	      2.52
      0.86	      5.53
      6.46	      2.07
      2.88	      6.97
     -1.29	      5.63
      4.90	     -0.69
      0.78	      1.31
      2.67	      3.68
     -0.53	     -4.35
      2.74	     -1.24
     -3.82	     -2.90
      4.78	      3.29
     -0.86	     -6.79
     -6.99	      1.47
     -6.52	      4.71
     -3.04	      6.73
     -2.52	     -0.93
      6.37	      6.97
     -2.88	     -6.79
     -1.49	      2.33
      0.57	     -1.17
      1.85	     -3.90
      4.43	     -2.71
