x	y
     -6.57	     -6.12
      3.96	      5.17
     -3.81	     -2.69
     -0.01	      6.42
      6.87	      2.60
      2.03	      6.05
     -4.66	      5.86
      6.37	     -4.57
      3.67	     -1.23
      0.20	      4.39
     -1.74	     -4.58
      6.86	     -2.63
     -5.37	     -4.07
      3.06	      2.59
      0.20	     -3.90
     -6.70	      0.81
     -6.01	      2.70
     -6.89	      6.53
     -3.45	      1.33
      6.82	      6.73
     -4.07	     -5.69
     -3.82	      3.64
     -1.30	     -2.39
      3.98	     -5.32
      3.21	     -3.20
