x	y
     -6.61	     -6.11
      3.99	      5.15
     -3.77	     -2.68
     -0.09	      6.39
      6.89	      2.57
      2.04	      6.02
     -4.61	      5.92
      6.33	     -4.53
      3.64	     -1.20
      0.19	      4.41
     -1.75	     -4.50
      6.93	     -2.58
     -5.36	     -4.07
      3.05	      2.58
      0.21	     -3.96
     -6.70	      0.83
     -6.00	      2.76
     -6.88	      6.55
     -3.42	      1.34
      6.85	      6.73
     -4.02	     -5.69
     -3.75	      3.61
     -1.23	     -2.33
      3.99	     -5.28
      3.23	     -3.16
