x	y
     -6.72	     -5.85
      6.98	      4.71
     -4.97	      3.32
      1.40	      5.29
      6.84	      2.33
      2.90	      6.93
     -0.74	      5.74
      4.94	     -0.47
      0.69	      1.63
      2.62	      3.39
     -0.52	     -4.66
      2.16	     -1.28
     -4.05	     -3.57
      4.97	      3.06
     -0.48	     -6.88
     -6.93	      1.58
     -6.11	      5.23
     -2.95	      6.71
     -2.83	     -0.64
      6.98	      7.00
     -3.02	     -6.94
     -1.49	      1.11
     -0.29	     -0.91
      1.92	     -3.93
      4.96	     -2.58
