x	y
     -6.99	     -6.81
      4.80	      4.93
     -4.81	     -1.90
     -0.23	      6.27
      6.97	      3.20
      1.77	      6.14
     -3.58	      5.09
      6.51	     -6.98
      3.31	     -1.55
      0.66	      3.76
     -1.40	     -6.96
      6.04	     -3.49
     -5.47	     -4.73
      3.59	      2.97
      0.17	     -2.06
     -6.86	     -1.26
     -6.90	      1.76
     -6.77	      6.76
     -4.35	      0.70
      6.06	      6.74
     -3.51	     -5.99
     -4.30	      3.13
     -2.53	     -4.12
      3.60	     -6.37
      2.66	     -4.55
