x	y
     -6.27	     -6.03
      6.74	      4.39
     -4.90	      2.84
      1.15	      5.35
      6.59	      2.16
      2.71	      6.84
     -1.06	      5.75
      4.92	     -0.62
      0.84	      1.59
      2.28	      3.70
     -0.53	     -4.45
      2.51	     -1.46
     -3.77	     -2.91
      4.84	      3.22
     -0.74	     -6.89
     -6.97	      1.50
     -6.35	      4.82
     -2.79	      6.78
     -2.74	     -1.05
      6.58	      6.88
     -2.93	     -6.84
     -1.41	      1.95
      0.29	     -1.08
      1.92	     -3.71
      4.60	     -2.67
