x	y
     -5.81	     -6.11
      6.96	      4.06
     -4.89	      2.46
      1.68	      6.15
      6.74	      1.12
      3.67	      6.81
     -0.26	      5.35
      4.80	     -0.09
     -0.02	      1.75
      1.82	      3.45
     -0.59	     -4.19
      1.94	     -0.86
     -2.46	     -3.39
      4.30	      2.08
      0.51	     -6.70
     -6.86	      1.82
     -6.45	      5.96
     -3.57	      5.55
     -6.08	     -2.84
      6.22	      5.92
     -3.30	     -6.51
     -1.78	      2.77
     -1.54	     -1.55
      1.71	     -3.02
      6.19	     -2.29
