x	y
     -5.79	     -6.52
      6.94	      4.08
     -4.85	      2.77
      1.78	      6.03
      6.62	      1.22
      3.74	      6.71
     -0.26	      5.40
      5.01	     -0.00
      0.26	      1.82
      1.84	      3.27
     -0.57	     -4.28
      1.88	     -0.92
     -2.78	     -3.38
      4.45	      2.27
      0.38	     -6.78
     -6.82	      1.81
     -6.38	      6.33
     -3.62	      5.49
     -5.64	     -2.53
      6.00	      6.09
     -3.29	     -6.76
     -1.64	      2.49
     -1.38	     -1.45
      1.75	     -3.10
      6.03	     -2.33
