x	y
     -6.58	     -5.82
      6.94	      4.69
     -4.94	      3.34
      1.47	      5.26
      6.88	      2.36
      2.94	      6.96
     -0.70	      5.73
      4.94	     -0.44
      0.70	      1.59
      2.72	      3.41
     -0.52	     -4.69
      2.12	     -1.21
     -4.09	     -3.66
      4.99	      3.04
     -0.45	     -6.85
     -6.93	      1.59
     -6.11	      5.34
     -3.01	      6.61
     -2.84	     -0.58
      6.92	      6.91
     -3.03	     -6.95
     -1.58	      0.97
     -0.37	     -0.89
      1.91	     -4.01
      5.01	     -2.57
