x	y
     -5.81	     -6.03
      6.96	      4.01
     -4.87	      2.41
      1.64	      6.17
      6.76	      1.10
      3.67	      6.84
     -0.26	      5.33
      4.76	     -0.12
     -0.08	      1.74
      1.81	      3.49
     -0.56	     -4.18
      1.96	     -0.81
     -2.42	     -3.38
      4.27	      2.05
      0.54	     -6.68
     -6.91	      1.81
     -6.46	      5.88
     -3.56	      5.56
     -6.17	     -2.90
      6.24	      5.93
     -3.31	     -6.47
     -1.81	      2.82
     -1.57	     -1.57
      1.70	     -3.04
      6.23	     -2.28
