x	y
     -6.96	     -6.77
      4.83	      4.88
     -4.89	     -1.93
     -0.22	      6.34
      6.94	      3.24
      1.79	      6.23
     -3.68	      5.11
      6.57	     -6.85
      3.40	     -1.57
      0.64	      3.80
     -1.42	     -6.84
      6.02	     -3.41
     -5.49	     -4.66
      3.56	      2.95
      0.18	     -2.16
     -6.75	     -1.20
     -6.98	      1.82
     -6.79	      6.82
     -4.31	      0.78
      6.10	      6.74
     -3.52	     -5.89
     -4.27	      3.14
     -2.54	     -4.12
      3.62	     -6.32
      2.69	     -4.48
