x	y
     -6.94	     -6.01
      4.29	      5.00
     -3.44	     -2.56
     -0.81	      6.49
      6.97	      2.26
      2.14	      5.73
     -4.18	      6.42
      5.97	     -4.24
      3.45	     -0.75
      0.10	      4.26
     -1.95	     -3.92
      6.43	     -2.14
     -5.28	     -4.07
      2.90	      2.47
      0.26	     -4.47
     -6.73	      0.89
     -5.85	      3.35
     -6.77	      6.72
     -3.17	      1.40
      6.94	      6.72
     -3.65	     -5.65
     -3.15	      3.40
     -0.54	     -2.34
      4.05	     -4.99
      3.35	     -2.96
