x	y
     -5.15	     -6.20
      6.62	      4.01
     -4.57	      1.61
      0.05	      6.02
      6.49	      1.27
      3.36	      6.45
     -1.93	      5.40
      5.45	     -0.80
      0.61	      0.52
      2.16	      3.95
     -0.54	     -4.08
      3.26	     -0.66
     -4.14	     -3.20
      4.67	      3.02
     -0.52	     -6.46
     -6.96	      1.36
     -7.00	      4.41
     -3.74	      6.58
     -1.71	     -0.30
      5.78	      6.80
     -2.73	     -6.85
     -1.68	      3.32
      0.90	     -1.47
      1.67	     -4.45
      3.96	     -2.82
