x	y
     -6.84	     -6.66
      4.33	      5.00
     -2.91	     -1.24
     -0.39	      4.87
      5.97	      2.00
      2.02	      5.77
     -2.52	      3.95
      5.22	     -6.47
      1.72	     -0.83
      0.80	      2.17
      0.24	     -5.59
      6.74	     -2.01
     -4.96	     -5.57
      2.95	      3.53
     -0.73	     -0.42
     -5.79	     -2.02
     -6.75	      1.72
     -6.41	      5.28
     -4.98	      0.23
      6.19	      6.96
     -2.11	     -6.48
     -5.11	      2.87
     -2.01	     -3.75
      2.89	     -6.20
      1.99	     -3.21
