x	y
     -6.76	     -6.83
      4.25	      5.34
     -3.25	     -1.61
     -0.14	      5.14
      5.93	      2.31
      1.99	      5.68
     -2.44	      4.29
      5.27	     -6.85
      1.90	     -1.18
      0.53	      1.80
     -0.41	     -5.48
      6.58	     -2.62
     -5.10	     -4.84
      3.34	      3.44
     -0.13	     -0.09
     -5.58	     -2.51
     -7.00	      1.61
     -6.48	      5.59
     -4.78	     -0.04
      5.78	      6.80
     -2.63	     -6.45
     -4.94	      2.92
     -2.13	     -3.91
      3.26	     -6.50
      2.11	     -3.23
