x	y
     -6.60	     -6.46
      4.71	      4.78
     -4.47	     -2.56
     -0.10	      6.85
      6.60	      3.22
      1.93	      6.97
     -4.46	      5.30
      7.00	     -5.92
      4.04	     -1.72
      0.46	      4.04
     -1.55	     -5.91
      5.87	     -2.76
     -5.69	     -4.16
      3.36	      2.80
      0.19	     -2.87
     -6.98	     -0.38
     -6.46	      2.26
     -6.90	      6.74
     -3.96	      1.22
      6.40	      6.74
     -3.97	     -5.82
     -4.06	      3.34
     -2.23	     -3.38
      3.74	     -5.95
      2.90	     -3.95
