x	y
     -6.10	     -5.79
      5.17	      4.57
     -3.89	     -0.89
     -0.81	      6.39
      6.57	      1.32
      2.43	      4.87
     -4.23	      6.78
      6.17	     -2.86
      2.85	      0.17
      0.40	      4.62
     -1.31	     -3.95
      4.74	     -0.61
     -5.01	     -4.02
      3.24	      2.58
      0.44	     -5.99
     -6.82	      1.08
     -5.66	      4.73
     -6.98	      6.82
     -2.41	      0.75
      6.30	      6.71
     -2.99	     -6.06
     -1.88	      3.34
      1.47	     -2.54
      2.97	     -4.50
      4.18	     -2.68
