x	y
     -6.31	     -6.20
      4.19	      5.05
     -3.99	     -2.68
     -0.01	      6.73
      6.76	      2.87
      2.04	      6.44
     -5.12	      5.66
      6.65	     -5.15
      3.87	     -1.46
      0.31	      4.24
     -1.66	     -5.16
      6.39	     -2.66
     -5.58	     -4.12
      3.19	      2.68
      0.20	     -3.45
     -6.84	      0.29
     -6.00	      2.62
     -7.00	      6.38
     -3.67	      1.28
      6.64	      6.73
     -4.33	     -5.77
     -4.21	      3.59
     -1.85	     -2.80
      3.87	     -5.59
      3.08	     -3.53
