x	y
     -5.82	     -5.79
      6.96	      3.86
     -4.80	      2.26
      1.54	      6.23
      6.84	      1.04
      3.68	      6.91
     -0.26	      5.30
      4.62	     -0.18
     -0.24	      1.70
      1.80	      3.60
     -0.39	     -4.21
      2.00	     -0.67
     -2.49	     -3.45
      4.18	      1.94
      0.61	     -6.64
     -6.97	      1.78
     -6.50	      5.67
     -3.53	      5.60
     -6.43	     -3.08
      6.31	      5.97
     -3.31	     -6.32
     -1.89	      2.98
     -1.60	     -1.48
      1.66	     -3.10
      6.32	     -2.26
