x	y
     -6.95	     -6.27
      5.21	      4.57
     -4.24	     -1.30
     -0.97	      4.23
      6.05	      1.34
      2.08	      6.06
     -2.66	      3.10
      5.91	     -5.57
      2.07	      0.08
      0.47	      2.42
      0.62	     -5.12
      6.91	     -0.57
     -4.60	     -6.60
      2.28	      4.00
     -0.72	     -0.50
     -6.39	     -0.93
     -6.79	      1.74
     -6.29	      4.59
     -4.97	      0.87
      6.81	      6.35
     -1.52	     -6.99
     -4.65	      3.29
     -1.71	     -3.28
      3.07	     -5.79
      1.71	     -3.16
