x	y
     -5.54	     -6.03
      5.94	      4.18
     -4.29	      0.60
     -0.37	      6.70
      7.00	      0.99
      3.27	      5.70
     -2.84	      6.20
      5.95	     -1.64
      1.28	      0.31
      1.42	      4.28
     -0.56	     -3.76
      4.00	      0.01
     -4.49	     -3.53
      4.17	      2.55
      0.26	     -6.67
     -6.91	      1.25
     -6.46	      4.23
     -4.98	      6.64
     -1.74	      0.19
      5.74	      6.70
     -2.67	     -6.71
     -1.76	      3.01
      0.94	     -2.32
      2.12	     -4.37
      3.71	     -2.95
