x	y
     -6.78	     -5.95
      5.76	      4.38
     -5.13	     -2.10
     -1.01	      4.17
      5.40	      1.68
      2.09	      6.60
     -2.23	      2.05
      6.73	     -4.87
      2.94	      0.81
     -0.06	      2.24
      0.70	     -4.97
      6.68	     -1.02
     -4.32	     -5.17
      1.83	      4.11
     -1.06	     -0.52
     -7.00	     -0.32
     -6.80	      2.19
     -6.80	      4.55
     -4.48	      1.18
      6.50	      6.62
     -1.77	     -6.16
     -4.70	      3.86
     -1.46	     -2.90
      2.95	     -5.54
      1.86	     -2.42
