x	y
     -6.99	     -6.35
      4.93	      4.61
     -3.99	     -1.10
     -0.86	      4.36
      6.06	      1.42
      2.07	      5.94
     -2.68	      3.30
      5.53	     -5.76
      1.84	     -0.13
      0.64	      2.43
      0.49	     -5.36
      6.96	     -0.82
     -4.68	     -7.00
      2.41	      3.93
     -0.63	     -0.50
     -6.22	     -1.10
     -6.83	      1.63
     -6.26	      4.69
     -5.08	      0.60
      6.97	      6.48
     -1.45	     -6.79
     -4.73	      3.25
     -1.77	     -3.38
      3.11	     -5.85
      1.77	     -3.17
