x	y
     -6.61	     -5.97
      6.83	      4.59
     -4.96	      3.06
      1.07	      5.45
      6.67	      2.22
      2.70	      6.80
     -0.91	      5.82
      4.92	     -0.57
      0.88	      1.78
      2.22	      3.40
     -0.52	     -4.52
      2.35	     -1.61
     -3.87	     -3.13
      4.88	      3.16
     -0.66	     -6.97
     -6.96	      1.53
     -6.23	      4.89
     -2.65	      6.84
     -2.77	     -0.91
      6.72	      6.83
     -2.96	     -6.87
     -1.36	      1.68
      0.10	     -1.03
      1.96	     -3.57
      4.72	     -2.64
