x	y
     -6.82	     -6.02
      5.69	      4.18
     -4.95	     -1.94
     -0.97	      4.13
      5.54	      1.91
      2.09	      6.49
     -2.31	      2.26
      7.00	     -5.01
      2.76	      0.66
      0.02	      2.32
      0.71	     -4.95
      6.76	     -0.93
     -4.37	     -5.46
      1.92	      4.08
     -0.99	     -0.51
     -6.88	     -0.44
     -6.80	      2.10
     -6.70	      4.56
     -4.58	      1.20
      6.52	      6.51
     -1.72	     -6.33
     -4.69	      3.66
     -1.51	     -2.98
      2.98	     -5.59
      1.81	     -2.61
