x	y
     -6.95	     -5.91
      6.92	      4.77
     -5.03	      3.29
      1.24	      5.37
      6.76	      2.28
      2.80	      6.87
     -0.82	      5.78
      4.93	     -0.52
      0.70	      1.72
      2.39	      3.36
     -0.52	     -4.59
      2.26	     -1.45
     -3.96	     -3.35
      4.93	      3.11
     -0.57	     -6.96
     -6.94	      1.55
     -6.11	      4.97
     -2.80	      6.93
     -2.80	     -0.77
      6.87	      6.80
     -2.99	     -6.91
     -1.31	      1.41
     -0.10	     -0.97
      1.94	     -3.75
      4.84	     -2.61
