x	y
     -6.63	     -6.48
      4.76	      4.76
     -4.51	     -2.52
     -0.11	      6.81
      6.59	      3.26
      1.92	      6.91
     -4.39	      5.29
      6.96	     -5.99
      3.98	     -1.71
      0.47	      4.02
     -1.54	     -5.99
      5.88	     -2.80
     -5.66	     -4.19
      3.37	      2.82
      0.19	     -2.81
     -6.96	     -0.45
     -6.51	      2.22
     -6.89	      6.77
     -3.99	      1.21
      6.37	      6.74
     -3.93	     -5.83
     -4.05	      3.30
     -2.26	     -3.44
      3.72	     -5.99
      2.89	     -4.00
