x	y
     -6.91	     -5.92
      6.91	      4.78
     -5.02	      3.26
      1.22	      5.38
      6.75	      2.27
      2.79	      6.86
     -0.83	      5.78
      4.93	     -0.52
      0.73	      1.74
      2.36	      3.36
     -0.52	     -4.58
      2.27	     -1.46
     -3.95	     -3.33
      4.92	      3.12
     -0.58	     -6.97
     -6.94	      1.55
     -6.12	      4.96
     -2.78	      6.96
     -2.80	     -0.79
      6.86	      6.78
     -2.98	     -6.90
     -1.32	      1.44
     -0.07	     -0.98
      1.94	     -3.73
      4.83	     -2.62
