x	y
     -5.82	     -5.84
      6.96	      3.89
     -4.81	      2.29
      1.56	      6.22
      6.82	      1.06
      3.68	      6.90
     -0.26	      5.31
      4.65	     -0.16
     -0.20	      1.71
      1.81	      3.57
     -0.43	     -4.20
      1.99	     -0.70
     -2.47	     -3.43
      4.20	      1.96
      0.60	     -6.65
     -7.00	      1.79
     -6.49	      5.72
     -3.54	      5.59
     -6.37	     -3.04
      6.30	      5.96
     -3.31	     -6.36
     -1.87	      2.95
     -1.59	     -1.50
      1.67	     -3.09
      6.30	     -2.27
