x	y
     -5.80	     -6.31
      6.99	      4.07
     -4.91	      2.60
      1.76	      6.11
      6.67	      1.16
      3.67	      6.75
     -0.26	      5.37
      4.91	     -0.04
      0.12	      1.78
      1.83	      3.37
     -0.58	     -4.23
      1.90	     -0.97
     -2.62	     -3.38
      4.38	      2.18
      0.45	     -6.74
     -6.81	      1.83
     -6.41	      6.14
     -3.60	      5.52
     -5.87	     -2.69
      6.11	      6.00
     -3.30	     -6.63
     -1.71	      2.63
     -1.46	     -1.50
      1.74	     -2.97
      6.12	     -2.31
