x	y
     -6.66	     -7.00
      4.10	      5.31
     -3.54	     -2.07
     -0.21	      5.37
      5.88	      2.64
      1.94	      5.68
     -2.35	      4.65
      5.61	     -6.70
      2.10	     -1.26
      0.57	      2.37
     -1.01	     -5.50
      6.41	     -3.28
     -5.07	     -5.03
      3.76	      3.30
      0.15	     -0.71
     -5.58	     -2.06
     -6.73	      1.49
     -6.56	      5.91
     -4.60	     -0.25
      5.76	      6.91
     -3.22	     -6.58
     -4.76	      2.98
     -2.35	     -3.78
      3.39	     -6.78
      2.26	     -3.56
