x	y
     -6.68	     -5.90
      4.62	      4.84
     -3.60	     -1.94
     -1.62	      6.59
      6.82	      1.90
      2.25	      5.41
     -3.70	      7.00
      6.05	     -3.72
      3.23	     -0.25
      0.01	      4.12
     -1.89	     -4.12
      5.70	     -1.65
     -5.20	     -4.08
      2.95	      2.35
      0.33	     -5.04
     -6.77	      0.96
     -5.69	      4.03
     -6.65	      6.92
     -2.88	      1.15
      6.70	      6.72
     -3.23	     -5.61
     -2.47	      3.46
      0.48	     -2.43
      3.65	     -4.83
      3.48	     -2.73
