x	y
     -5.31	     -6.13
      6.26	      4.02
     -4.46	      1.20
     -0.23	      6.27
      6.62	      0.98
      3.57	      6.21
     -2.27	      5.79
      5.73	     -0.97
      0.62	      0.37
      1.86	      4.08
     -0.55	     -3.95
      3.56	     -0.39
     -4.28	     -3.33
      4.56	      2.88
      0.06	     -6.27
     -6.94	      1.32
     -6.78	      4.27
     -4.16	      6.57
     -1.47	     -0.05
      5.51	      6.70
     -2.64	     -6.97
     -1.71	      3.19
      0.92	     -1.81
      1.59	     -4.70
      3.74	     -2.87
