x	y
     -5.36	     -5.53
      6.95	      3.20
     -4.44	      1.62
      1.24	      6.55
      6.82	      0.81
      3.69	      6.77
     -0.41	      5.09
      4.10	     -0.68
     -0.95	      1.53
      1.76	      4.05
     -0.07	     -4.59
      2.19	     -0.07
     -2.77	     -3.74
      3.75	      1.70
      0.95	     -6.43
     -6.49	      1.66
     -6.68	      4.73
     -3.40	      5.76
     -6.96	     -3.09
      6.61	      6.15
     -3.34	     -5.71
     -2.22	      3.68
     -1.70	     -1.11
      1.96	     -3.09
      6.73	     -2.16
