x	y
     -6.96	     -6.44
      4.66	      4.65
     -3.61	     -1.11
     -0.73	      4.50
      6.04	      1.58
      2.06	      5.90
     -2.64	      3.48
      5.16	     -5.95
      1.60	     -0.33
      0.80	      2.45
      0.37	     -5.59
      6.96	     -1.14
     -4.75	     -6.61
      2.54	      3.80
     -0.54	     -0.50
     -6.09	     -1.32
     -6.99	      1.60
     -6.30	      4.85
     -5.15	      0.53
      6.76	      6.61
     -1.38	     -6.57
     -4.84	      3.14
     -1.84	     -3.48
      3.14	     -5.92
      1.83	     -3.18
