x	y
     -6.32	     -5.80
      4.93	      4.68
     -3.76	     -1.33
     -1.21	      6.48
      6.67	      1.57
      2.36	      5.10
     -4.43	      6.66
      6.12	     -3.22
      3.02	      0.24
      0.02	      4.32
     -1.56	     -4.03
      5.04	     -1.16
     -5.12	     -4.08
      3.11	      2.24
      0.41	     -5.59
     -6.80	      1.03
     -5.54	      4.68
     -6.53	      6.89
     -2.61	      0.92
      6.47	      6.72
     -3.09	     -5.87
     -1.92	      3.48
      1.46	     -2.51
      3.26	     -4.64
      3.58	     -2.58
