x	y
     -5.77	     -5.93
      5.62	      4.34
     -4.12	     -0.02
     -0.51	      6.86
      6.61	      1.00
      2.96	      5.18
     -3.42	      6.63
      6.37	     -2.27
      1.95	      0.24
      0.98	      4.48
     -0.84	     -3.81
      4.49	      0.07
     -4.71	     -3.73
      3.74	      2.56
      0.34	     -6.77
     -6.87	      1.18
     -6.13	      4.44
     -5.81	      6.72
     -2.02	      0.42
      5.98	      6.71
     -2.80	     -6.44
     -1.81	      3.08
      1.24	     -2.60
      2.42	     -4.22
      4.21	     -2.77
