x	y
     -6.95	     -6.85
      4.77	      4.97
     -4.73	     -1.88
     -0.25	      6.21
      6.89	      3.17
      1.75	      6.05
     -3.48	      5.07
      6.46	     -6.91
      3.24	     -1.53
      0.68	      3.73
     -1.39	     -6.93
      6.06	     -3.57
     -5.44	     -4.79
      3.61	      2.99
      0.17	     -1.98
     -6.96	     -1.31
     -6.83	      1.70
     -6.76	      6.71
     -4.39	      0.64
      6.03	      6.74
     -3.51	     -6.10
     -4.33	      3.12
     -2.52	     -4.11
      3.59	     -6.41
      2.64	     -4.48
