x	y
     -6.75	     -5.94
      6.87	      4.68
     -4.99	      3.16
      1.15	      5.41
      6.71	      2.24
      2.74	      6.83
     -0.87	      5.80
      4.93	     -0.55
      0.84	      1.80
      2.26	      3.34
     -0.52	     -4.55
      2.31	     -1.54
     -3.91	     -3.23
      4.90	      3.14
     -0.62	     -7.00
     -6.95	      1.54
     -6.17	      4.93
     -2.71	      6.94
     -2.78	     -0.85
      6.79	      6.80
     -2.97	     -6.89
     -1.34	      1.56
      0.02	     -1.00
      1.95	     -3.65
      4.77	     -2.63
