x	y
     -6.31	     -6.21
      4.19	      5.05
     -3.99	     -2.68
     -0.01	      6.73
      6.75	      2.88
      2.04	      6.44
     -5.12	      5.66
      6.65	     -5.16
      3.87	     -1.47
      0.32	      4.24
     -1.66	     -5.17
      6.38	     -2.66
     -5.59	     -4.12
      3.19	      2.68
      0.20	     -3.44
     -6.84	      0.28
     -6.01	      2.62
     -6.99	      6.38
     -3.68	      1.28
      6.63	      6.73
     -4.33	     -5.77
     -4.21	      3.59
     -1.86	     -2.81
      3.87	     -5.60
      3.08	     -3.53
