x	y
     -6.17	     -5.75
      6.82	      4.62
     -4.87	      3.38
      1.67	      5.17
      6.96	      2.42
      3.07	      6.96
     -0.59	      5.68
      4.95	     -0.38
      0.72	      1.48
      3.00	      3.45
     -0.51	     -4.77
      2.00	     -1.01
     -4.21	     -3.93
      5.00	      2.98
     -0.34	     -6.76
     -6.91	      1.62
     -6.11	      5.66
     -3.19	      6.34
     -3.24	     -0.85
      6.75	      6.66
     -3.07	     -6.99
     -1.56	      1.15
     -0.53	     -0.94
      1.89	     -4.23
      5.15	     -2.54
