x	y
     -6.49	     -5.81
      6.92	      4.67
     -4.92	      3.35
      1.51	      5.24
      6.90	      2.38
      2.97	      6.98
     -0.68	      5.72
      4.94	     -0.43
      0.70	      1.57
      2.78	      3.41
     -0.51	     -4.70
      2.09	     -1.17
     -4.12	     -3.72
      5.00	      3.02
     -0.43	     -6.83
     -6.92	      1.60
     -6.11	      5.41
     -3.05	      6.55
     -2.93	     -0.64
      6.88	      6.86
     -3.04	     -6.96
     -1.56	      0.99
     -0.42	     -0.87
      1.91	     -4.06
      5.04	     -2.57
