x	y
     -6.92	     -6.51
      4.42	      4.69
     -3.29	     -1.12
     -0.62	      4.62
      6.02	      1.71
      2.05	      5.86
     -2.60	      3.63
      5.16	     -6.12
      1.54	     -0.49
      0.94	      2.46
      0.55	     -5.63
      6.89	     -1.41
     -4.82	     -6.28
      2.66	      3.70
     -0.60	     -0.50
     -5.99	     -1.54
     -6.85	      1.59
     -6.33	      4.99
     -5.18	      0.49
      6.58	      6.72
     -1.61	     -6.54
     -4.92	      3.05
     -1.89	     -3.56
      2.86	     -5.97
      1.88	     -3.19
