x	y
     -5.78	     -6.84
      6.86	      4.10
     -4.77	      3.04
      1.78	      5.91
      6.70	      1.44
      3.87	      6.66
     -0.25	      5.44
      5.00	     -0.06
      0.40	      1.77
      1.95	      3.22
     -0.56	     -4.35
      1.84	     -0.83
     -3.06	     -3.53
      4.57	      2.42
      0.27	     -6.85
     -6.83	      1.78
     -6.32	      6.63
     -3.66	      5.44
     -5.29	     -2.29
      5.83	      6.23
     -3.26	     -6.80
     -1.56	      2.27
     -1.26	     -1.38
      1.77	     -3.29
      5.90	     -2.36
