x	y
     -6.99	     -6.39
      4.82	      4.63
     -3.83	     -1.10
     -0.81	      4.41
      6.05	      1.48
      2.07	      5.92
     -2.66	      3.37
      5.39	     -5.84
      1.74	     -0.21
      0.70	      2.44
      0.44	     -5.45
      6.99	     -0.95
     -4.71	     -6.84
      2.46	      3.88
     -0.60	     -0.50
     -6.15	     -1.16
     -6.88	      1.61
     -6.28	      4.76
     -5.14	      0.56
      6.89	      6.53
     -1.42	     -6.70
     -4.77	      3.20
     -1.80	     -3.42
      3.12	     -5.88
      1.80	     -3.17
