x	y
     -5.44	     -6.08
      6.08	      4.11
     -4.36	      0.87
     -0.30	      6.51
      6.83	      0.99
      3.41	      5.93
     -2.59	      6.02
      5.85	     -1.34
      0.99	      0.33
      1.62	      4.19
     -0.55	     -3.85
      3.80	     -0.17
     -4.40	     -3.44
      4.34	      2.70
      0.23	     -6.43
     -6.92	      1.28
     -6.60	      4.16
     -4.61	      6.61
     -1.62	      0.08
      5.64	      6.70
     -2.61	     -6.82
     -1.74	      3.09
      0.93	     -2.09
      1.82	     -4.58
      3.56	     -2.92
