x	y
     -5.59	     -5.37
      6.96	      3.34
     -4.55	      1.76
      1.30	      6.48
      6.90	      0.86
      3.69	      6.83
     -0.38	      5.13
      4.21	     -0.57
     -0.80	      1.57
      1.77	      3.96
     -0.07	     -4.48
      2.15	     -0.20
     -2.71	     -3.68
      3.84	      1.75
      0.88	     -6.47
     -6.55	      1.68
     -6.65	      4.92
     -3.43	      5.73
     -6.95	     -3.31
      6.55	      6.11
     -3.33	     -5.84
     -2.15	      3.53
     -1.68	     -1.19
      1.84	     -3.13
      6.64	     -2.18
