x	y
     -6.63	     -6.93
      4.22	      5.28
     -3.70	     -2.04
     -0.42	      5.43
      5.86	      2.76
      1.91	      5.73
     -2.32	      4.79
      5.75	     -6.53
      2.28	     -1.31
      0.59	      2.58
     -1.15	     -5.60
      6.34	     -3.53
     -5.03	     -5.23
      3.91	      3.21
      0.16	     -0.90
     -5.80	     -1.92
     -6.62	      1.45
     -6.59	      6.04
     -4.48	     -0.12
      5.79	      6.99
     -3.44	     -6.63
     -4.70	      3.00
     -2.33	     -3.90
      3.42	     -6.88
      2.32	     -3.70
