x	y
     -5.98	     -5.84
      5.34	      4.48
     -3.97	     -0.56
     -0.64	      6.48
      6.49	      1.14
      2.69	      4.72
     -3.93	      7.00
      6.72	     -2.64
      2.54	      0.19
      0.59	      4.66
     -1.13	     -3.90
      4.72	     -0.29
     -4.90	     -3.91
      3.34	      2.83
      0.40	     -6.28
     -6.84	      1.12
     -5.84	      4.62
     -6.54	      6.78
     -2.26	      0.63
      6.18	      6.71
     -2.92	     -6.21
     -1.85	      3.25
      1.38	     -2.57
      2.76	     -4.39
      4.19	     -2.72
