x	y
     -6.68	     -5.96
      6.85	      4.64
     -4.98	      3.11
      1.11	      5.43
      6.69	      2.23
      2.72	      6.82
     -0.89	      5.81
      4.93	     -0.56
      0.89	      1.83
      2.21	      3.34
     -0.52	     -4.54
      2.33	     -1.57
     -3.89	     -3.18
      4.89	      3.15
     -0.64	     -6.98
     -6.95	      1.53
     -6.20	      4.91
     -2.68	      6.89
     -2.78	     -0.88
      6.76	      6.81
     -2.96	     -6.88
     -1.35	      1.62
      0.05	     -1.01
      1.96	     -3.61
      4.75	     -2.63
