x	y
     -6.28	     -5.79
      4.97	      4.66
     -3.78	     -1.26
     -1.15	      6.47
      6.66	      1.53
      2.37	      5.06
     -4.53	      6.62
      6.13	     -3.16
      3.00	      0.23
      0.08	      4.37
     -1.52	     -4.02
      4.99	     -1.07
     -5.11	     -4.08
      3.13	      2.29
      0.41	     -5.65
     -6.80	      1.04
     -5.52	      4.76
     -6.51	      6.87
     -2.58	      0.90
      6.45	      6.72
     -3.08	     -5.90
     -1.91	      3.46
      1.57	     -2.52
      3.21	     -4.62
      3.57	     -2.59
