x	y
     -6.66	     -6.99
      4.12	      5.30
     -3.54	     -2.10
     -0.23	      5.38
      5.88	      2.65
      1.93	      5.68
     -2.34	      4.67
      5.63	     -6.68
      2.13	     -1.27
      0.57	      2.39
     -1.02	     -5.51
      6.40	     -3.31
     -5.07	     -5.05
      3.78	      3.29
      0.15	     -0.73
     -5.59	     -2.02
     -6.71	      1.49
     -6.57	      5.93
     -4.60	     -0.26
      5.77	      6.92
     -3.24	     -6.59
     -4.76	      2.98
     -2.37	     -3.77
      3.39	     -6.79
      2.27	     -3.57
