x	y
     -6.66	     -6.90
      4.52	      5.20
     -4.20	     -1.77
     -0.34	      5.78
      6.33	      2.94
      1.84	      5.88
     -2.85	      4.91
      6.10	     -6.15
      2.71	     -1.41
      0.63	      3.10
     -1.28	     -6.17
      6.19	     -4.11
     -5.29	     -5.21
      3.78	      3.11
      0.16	     -1.39
     -6.36	     -1.64
     -6.37	      1.34
     -6.67	      6.34
     -4.69	      0.26
      5.85	      6.83
     -3.52	     -6.84
     -4.53	      3.05
     -2.40	     -4.03
      3.50	     -6.71
      2.46	     -4.06
