x	y
     -5.76	     -6.75
      6.76	      4.12
     -4.66	      3.38
      1.78	      5.75
      6.81	      1.71
      3.63	      6.68
     -0.25	      5.50
      4.99	     -0.13
      0.55	      1.55
      2.23	      3.29
     -0.55	     -4.44
      1.79	     -0.72
     -3.40	     -3.72
      4.73	      2.61
      0.14	     -6.93
     -6.85	      1.75
     -6.25	      7.00
     -3.72	      5.37
     -4.85	     -1.98
      6.03	      6.31
     -3.22	     -6.84
     -1.56	      2.03
     -1.10	     -1.28
      1.80	     -3.54
      5.74	     -2.40
