x	y
     -6.26	     -5.76
      6.85	      4.63
     -4.88	      3.37
      1.63	      5.19
      6.95	      2.42
      3.04	      6.98
     -0.62	      5.69
      4.95	     -0.39
      0.72	      1.50
      2.94	      3.44
     -0.51	     -4.75
      2.03	     -1.06
     -4.18	     -3.88
      5.03	      2.98
     -0.37	     -6.78
     -6.91	      1.61
     -6.11	      5.59
     -3.15	      6.40
     -3.15	     -0.80
      6.79	      6.72
     -3.06	     -6.98
     -1.56	      1.11
     -0.50	     -0.92
      1.90	     -4.18
      5.12	     -2.55
