x	y
     -5.45	     -6.07
      6.07	      4.12
     -4.36	      0.84
     -0.31	      6.53
      6.85	      0.99
      3.39	      5.90
     -2.61	      6.04
      5.86	     -1.37
      1.02	      0.33
      1.60	      4.20
     -0.55	     -3.84
      3.82	     -0.15
     -4.41	     -3.45
      4.32	      2.68
      0.23	     -6.45
     -6.92	      1.28
     -6.59	      4.15
     -4.65	      6.61
     -1.63	      0.09
      5.65	      6.70
     -2.62	     -6.81
     -1.74	      3.08
      0.93	     -2.11
      1.85	     -4.56
      3.58	     -2.92
