x	y
     -6.88	     -6.03
      4.23	      5.03
     -3.50	     -2.59
     -0.67	      6.47
      7.00	      2.32
      2.12	      5.79
     -4.27	      6.32
      6.00	     -4.31
      3.49	     -0.84
      0.12	      4.29
     -1.86	     -3.97
      6.56	     -2.23
     -5.30	     -4.07
      2.93	      2.49
      0.25	     -4.36
     -6.72	      0.88
     -5.88	      3.24
     -6.79	      6.69
     -3.22	      1.39
      6.98	      6.72
     -3.73	     -5.66
     -3.27	      3.44
     -0.72	     -2.33
      4.09	     -5.03
      3.32	     -3.00
