x	y
     -6.99	     -6.34
      4.97	      4.61
     -4.03	     -1.11
     -0.88	      4.34
      6.06	      1.40
      2.08	      5.95
     -2.69	      3.28
      5.58	     -5.74
      1.87	     -0.10
      0.62	      2.43
      0.51	     -5.33
      6.95	     -0.77
     -4.67	     -6.95
      2.39	      3.95
     -0.64	     -0.50
     -6.24	     -1.08
     -6.82	      1.64
     -6.26	      4.67
     -5.05	      0.62
      7.00	      6.47
     -1.46	     -6.82
     -4.72	      3.26
     -1.76	     -3.37
      3.10	     -5.85
      1.77	     -3.17
